date,total_kl,temp_mean,temp_max,rainfall_mm,is_weekend,is_holiday,occupancy_mean,day_of_week,month,prev_day_kl,rolling7_kl
2025-06-08,448.359,33.1875,37.9,63.6,1,0,0.0,6,6,441.606,573.0685714285713
2025-06-09,630.335,33.41458333333333,36.6,64.5,0,0,0.6982291666666667,0,6,448.359,573.0301428571429
2025-06-10,631.064,33.32395833333333,36.4,125.0,0,0,0.7001041666666666,1,6,630.335,573.5551428571429
2025-06-11,618.842,33.199999999999996,38.9,135.3,0,0,0.6991666666666667,2,6,631.064,573.8795714285715
2025-06-12,622.163,33.43125,37.2,101.5,0,0,0.6954166666666667,3,6,618.842,572.9314285714285
2025-06-13,624.527,32.98854166666667,36.1,66.7,0,0,0.6996875,4,6,622.163,573.2732857142856
2025-06-14,446.73199999999997,33.297916666666666,37.1,68.6,1,0,0.0,5,6,624.527,573.8422857142857
2025-06-15,443.465,32.989583333333336,36.2,120.1,1,0,0.0,6,6,446.73199999999997,574.5745714285714
2025-06-16,619.792,33.06041666666667,36.8,111.6,0,0,0.6994791666666668,0,6,443.465,573.8754285714285
2025-06-17,623.023,33.228125,36.1,196.79999999999998,0,0,0.7038541666666668,1,6,619.792,572.3692857142858
2025-06-18,608.9,33.123958333333334,37.0,145.3,0,0,0.7016666666666667,2,6,623.023,571.2205714285714
2025-06-19,617.522,33.192708333333336,37.8,200.20000000000002,0,0,0.7010416666666667,3,6,608.9,569.8002857142858
2025-06-20,634.606,33.286458333333336,37.3,98.6,0,0,0.7051041666666666,4,6,617.522,569.1372857142858
2025-06-21,446.477,33.18541666666667,37.3,95.3,1,0,0.0,5,6,634.606,570.5771428571429
2025-06-22,440.49,33.18125,37.0,109.1,1,0,0.0,6,6,446.477,570.5407142857142
2025-06-23,625.477,33.240625,36.7,116.1,0,0,0.6991666666666667,0,6,440.49,570.1157142857144
2025-06-24,622.585,33.553125,36.6,128.4,0,0,0.6966666666666667,1,6,625.477,570.9278571428571
2025-06-25,622.464,33.37083333333333,36.3,106.0,0,0,0.6963541666666666,2,6,622.585,570.8652857142857
2025-06-26,615.3679999999999,33.065625000000004,36.2,119.7,0,0,0.7054166666666667,3,6,622.464,572.803
2025-06-27,622.33,33.178125,36.5,96.4,0,0,0.698125,4,6,615.3679999999999,572.4952857142857
2025-06-28,443.137,33.17604166666667,36.2,164.9,1,0,0.0,5,6,622.33,570.7415714285714
2025-06-29,443.871,33.12291666666667,36.9,126.1,1,0,0.0,6,6,443.137,570.2644285714285
2025-06-30,626.806,33.06666666666667,37.1,73.2,0,0,0.7033333333333333,0,6,443.871,570.7474285714286
2025-07-01,620.268,33.862500000000004,38.4,126.9,0,0,0.6969791666666666,1,7,626.806,570.9372857142856
2025-07-02,635.67,33.936458333333334,36.4,119.60000000000001,0,0,0.7026041666666667,2,7,620.268,570.6062857142857
2025-07-03,626.845,34.0875,37.6,143.7,0,0,0.7085416666666666,3,7,635.67,572.4928571428571
2025-07-04,622.01,34.228125,38.0,149.9,0,0,0.7009375000000001,4,7,626.845,574.1324285714286
2025-07-05,449.317,34.08020833333333,37.7,101.4,1,0,0.0,5,7,622.01,574.0867142857143
2025-07-06,447.019,34.19375,37.5,81.8,1,0,0.0,6,7,449.317,574.9695714285714
2025-07-07,627.176,34.08645833333333,38.8,106.9,0,0,0.6920833333333333,0,7,447.019,575.4192857142857
2025-07-08,633.824,33.89479166666667,37.6,117.3,0,0,0.7029166666666667,1,7,627.176,575.4721428571428
2025-07-09,638.513,34.151041666666664,37.8,87.1,0,0,0.696875,2,7,633.824,577.4087142857144
2025-07-10,626.948,34.034375000000004,39.2,145.3,0,0,0.7090624999999999,3,7,638.513,577.8148571428571
2025-07-11,626.433,34.166666666666664,37.7,91.5,0,0,0.7057291666666666,4,7,626.948,577.8295714285714
2025-07-12,446.51,33.85104166666667,37.6,95.3,1,0,0.0,5,7,626.433,578.4614285714285
2025-07-13,448.369,34.09375,37.6,116.60000000000001,1,0,0.0,6,7,446.51,578.0604285714286
2025-07-14,630.013,34.0,39.0,84.7,0,0,0.6961458333333334,0,7,448.369,578.2532857142858
2025-07-15,630.263,34.161458333333336,37.9,104.2,0,0,0.6989583333333332,1,7,630.013,578.6585714285715
2025-07-16,625.591,33.98020833333333,38.1,61.699999999999996,0,0,0.69125,2,7,630.263,578.1498571428572
2025-07-17,635.409,33.994791666666664,39.1,120.9,0,0,0.700625,3,7,625.591,576.3038571428572
2025-07-18,629.005,34.13125,38.0,53.5,0,0,0.698125,4,7,635.409,577.5125714285715
2025-07-19,439.618,33.75416666666667,37.0,148.7,1,0,0.0,5,7,629.005,577.88
2025-07-20,451.615,33.91770833333333,37.8,35.7,1,0,0.0,6,7,439.618,576.8954285714286
2025-07-21,622.369,34.088541666666664,37.8,132.0,0,0,0.6944791666666666,0,7,451.615,577.3591428571428
2025-07-22,636.432,33.98854166666667,38.6,172.0,0,0,0.705,1,7,622.369,576.2671428571429
2025-07-23,631.478,34.16041666666667,37.3,87.19999999999999,0,0,0.6971875000000001,2,7,636.432,577.1484285714286
2025-07-24,629.012,33.73645833333333,37.5,107.9,0,0,0.6977083333333334,3,7,631.478,577.9894285714286
2025-07-25,631.684,34.15625,37.7,51.9,0,0,0.7050000000000001,4,7,629.012,577.0755714285714
2025-07-26,451.091,33.95520833333333,38.5,165.7,1,0,0.0,5,7,631.684,577.4582857142857
2025-07-27,442.867,34.02708333333333,37.3,169.1,1,0,0.0,6,7,451.091,579.0972857142857
2025-07-28,628.621,34.088541666666664,39.1,124.5,0,0,0.6939583333333333,0,7,442.867,577.8475714285714
2025-07-29,627.135,33.93958333333333,38.6,62.3,0,0,0.7014583333333334,1,7,628.621,578.7407142857143
2025-07-30,637.922,34.009375,37.2,81.3,0,0,0.6988541666666667,2,7,627.135,577.4125714285714
2025-07-31,636.295,34.08020833333333,38.6,85.7,0,0,0.6970833333333334,3,7,637.922,578.3331428571429
2025-08-01,623.184,32.98854166666667,37.1,94.4,0,0,0.6977083333333334,4,8,636.295,579.3735714285714
2025-08-02,449.472,33.41354166666667,36.7,63.4,1,0,0.0,5,8,623.184,578.1592857142857
2025-08-03,450.101,33.30520833333333,37.3,169.1,1,0,0.0,6,8,449.472,577.928
2025-08-04,628.117,33.015625,37.4,14.1,0,0,0.7129166666666666,0,8,450.101,578.9614285714285
2025-08-05,619.746,33.14791666666667,36.1,120.7,0,0,0.6989583333333332,1,8,628.117,578.8894285714285
2025-08-06,622.393,33.06979166666667,36.7,116.0,0,0,0.7035416666666667,2,8,619.746,577.833857142857
2025-08-07,627.432,33.00208333333333,36.9,135.6,0,0,0.7052083333333333,3,8,622.393,575.6154285714285
2025-08-08,623.28,33.03125,36.9,100.0,0,0,0.6932291666666667,4,8,627.432,574.3492857142858
2025-08-09,443.382,33.02916666666667,37.2,109.9,1,0,0.0,5,8,623.28,574.3629999999999
2025-08-10,452.913,33.083333333333336,35.9,45.4,1,0,0.0,6,8,443.382,573.493
2025-08-11,620.318,33.19895833333333,36.7,158.5,0,0,0.7003125,0,8,452.913,573.8947142857143
2025-08-12,622.773,33.43333333333333,37.6,124.80000000000001,0,0,0.6931250000000001,1,8,620.318,572.7805714285714
2025-08-13,624.568,33.05625,36.5,191.9,0,0,0.7110416666666667,2,8,622.773,573.213
2025-08-14,620.478,33.203125,37.5,123.3,0,0,0.7039583333333334,3,8,624.568,573.5237142857143
2025-08-15,619.183,33.077083333333334,35.7,117.4,0,0,0.7101041666666666,4,8,620.478,572.5302857142857
2025-08-16,455.666,33.282291666666666,36.8,74.1,1,0,0.0,5,8,619.183,571.9449999999999
2025-08-17,443.741,33.057291666666664,36.5,146.3,1,0,0.0,6,8,455.666,573.6998571428571
2025-08-18,618.185,33.475,37.7,187.6,0,0,0.7035416666666667,0,8,443.741,572.3895714285715
2025-08-19,622.773,33.188541666666666,37.1,88.7,0,0,0.7058333333333334,1,8,618.185,572.0848571428571
2025-08-20,635.422,33.296875,37.0,88.1,0,0,0.7050000000000001,2,8,622.773,572.0848571428571
2025-08-21,622.38,33.209375,37.1,104.0,0,0,0.6948958333333333,3,8,635.422,573.6354285714285
2025-08-22,631.024,33.141666666666666,37.2,79.0,0,0,0.694375,4,8,622.38,573.907142857143
2025-08-23,442.614,33.04479166666667,36.7,53.7,1,0,0.0,5,8,631.024,575.5987142857143
2025-08-24,448.073,33.33020833333333,36.8,75.9,1,0,0.0,6,8,442.614,573.7341428571428
2025-08-25,630.085,33.31458333333333,37.6,94.7,0,0,0.7063541666666667,0,8,448.073,574.353
2025-08-26,629.163,33.21458333333333,38.3,159.7,0,0,0.6936458333333334,1,8,630.085,576.053
2025-08-27,624.825,33.221875000000004,36.4,81.10000000000001,0,0,0.6954166666666667,2,8,629.163,576.9658571428571
2025-08-28,632.302,33.141666666666666,37.4,77.4,0,0,0.6996875,3,8,624.825,575.452
2025-08-29,625.054,33.213541666666664,36.6,44.7,0,0,0.6963541666666666,4,8,632.302,576.8694285714286
2025-08-30,441.413,33.203125,37.0,111.3,1,0,0.0,5,8,625.054,576.0165714285714
2025-08-31,440.55,33.26354166666667,37.3,199.79999999999998,1,0,0.0,6,8,441.413,575.845
2025-09-01,626.504,30.926041666666666,34.3,95.7,0,0,0.7057291666666666,0,9,440.55,574.7702857142857
2025-09-02,618.921,30.85729166666667,33.9,148.2,0,0,0.7134375,1,9,626.504,574.2587142857143
2025-09-03,613.816,30.948958333333334,34.6,97.80000000000001,0,0,0.7015625,2,9,618.921,572.7955714285715
2025-09-04,615.721,31.126041666666666,34.3,87.6,0,0,0.7041666666666666,3,9,613.816,571.2228571428572
2025-09-05,615.786,31.09375,34.7,203.6,0,0,0.7007291666666666,4,9,615.721,568.8541428571428
2025-09-06,446.715,30.947916666666668,35.6,65.4,1,0,0.0,5,9,615.786,567.5301428571429
2025-09-07,442.824,30.974999999999998,34.8,120.1,1,0,0.0,6,9,446.715,568.2875714285714
2025-09-08,616.196,30.787499999999998,35.0,108.0,0,0,0.7038541666666668,0,9,442.824,568.6124285714285
2025-09-09,614.703,30.95520833333333,33.9,37.2,0,0,0.6928125,1,9,616.196,567.1398571428572
2025-09-10,622.3100000000001,31.16979166666667,35.1,59.2,0,0,0.6973958333333333,2,9,614.703,566.5372857142856
2025-09-11,611.234,30.822916666666668,33.2,146.9,0,0,0.7073958333333333,3,9,622.3100000000001,567.7507142857143
2025-09-12,616.856,30.853125000000002,34.1,146.6,0,0,0.6985416666666667,4,9,611.234,567.1097142857143
2025-09-13,434.294,31.059375,34.7,136.5,1,0,0.0,5,9,616.856,567.2625714285714
2025-09-14,433.888,30.93541666666667,34.4,111.8,1,0,0.0,6,9,434.294,565.4881428571429
2025-09-15,611.133,30.782291666666666,35.1,175.9,0,0,0.705625,0,9,433.888,564.2115714285715
2025-09-16,612.206,31.063541666666666,34.6,109.5,0,0,0.7000000000000001,1,9,611.133,563.4882857142857
2025-09-17,619.204,30.895833333333332,35.1,125.0,0,0,0.7016666666666667,2,9,612.206,563.1315714285714
2025-09-18,619.8050000000001,30.703125,34.9,142.1,0,0,0.7012499999999999,3,9,619.204,562.6878571428572
2025-09-19,615.784,31.31458333333333,36.0,133.1,0,0,0.694375,4,9,619.8050000000001,563.9122857142858
2025-09-20,438.878,30.697916666666668,33.8,174.2,1,0,0.0,5,9,615.784,563.7591428571428
2025-09-21,437.77,30.929166666666664,35.6,128.9,1,0,0.0,6,9,438.878,564.414
2025-09-22,609.242,30.605208333333334,33.6,128.2,0,0,0.7008333333333333,0,9,437.77,564.9685714285714
2025-09-23,615.992,31.148958333333336,35.3,102.4,0,0,0.695625,1,9,609.242,564.6984285714285
2025-09-24,620.406,30.983333333333334,34.7,78.4,0,0,0.6984374999999999,2,9,615.992,565.2392857142858
2025-09-25,616.963,31.115624999999998,34.5,63.1,0,0,0.7071875,3,9,620.406,565.411
2025-09-26,621.146,31.020833333333332,35.7,114.5,0,0,0.7014583333333334,4,9,616.963,565.005
2025-09-27,433.299,31.06041666666667,34.5,152.6,1,0,0.0,5,9,621.146,565.771
2025-09-28,436.91700000000003,30.9375,34.6,121.0,1,0,0.0,6,9,433.299,564.9739999999999
2025-09-29,618.983,31.246875,34.9,86.9,0,0,0.7090624999999999,0,9,436.91700000000003,564.8521428571428
2025-09-30,622.315,31.115624999999998,34.1,60.5,0,0,0.698125,1,9,618.983,566.2437142857142
2025-10-01,485.794,27.71666666666667,31.5,269.0,0,1,0.0,2,10,622.315,567.147
2025-10-02,488.065,28.023958333333336,31.7,246.5,0,1,0.0,3,10,485.794,547.9167142857142
2025-10-03,491.823,28.09583333333333,31.4,430.4,0,1,0.0,4,10,488.065,529.5027142857142
2025-10-04,430.447,28.010416666666668,31.5,165.9,1,1,0.0,5,10,491.823,511.02799999999996
2025-10-05,435.0,28.016666666666666,32.6,281.0,1,0,0.0,6,10,430.447,510.6205714285714
2025-10-06,600.39,27.960416666666664,31.0,250.6,0,0,0.6990625,0,10,435.0,510.34671428571426
2025-10-07,590.253,27.849999999999998,31.4,256.1,0,0,0.6988541666666667,1,10,600.39,507.6905714285714
2025-10-08,600.594,28.166666666666668,32.1,330.6,0,0,0.703125,2,10,590.253,503.1102857142857
2025-10-09,604.95,28.073958333333334,30.9,177.1,0,0,0.6909375,3,10,600.594,519.5102857142857
2025-10-10,602.606,28.065625,32.1,393.9,0,0,0.7015625,4,10,604.95,536.2081428571429
2025-10-11,429.923,27.922916666666666,30.8,310.9,1,0,0.0,5,10,602.606,552.0342857142857
2025-10-12,426.663,28.005208333333332,31.8,236.3,1,0,0.0,6,10,429.923,551.9594285714286
2025-10-13,600.215,27.92395833333333,32.6,250.9,0,0,0.7075,0,10,426.663,550.7684285714287
2025-10-14,605.744,28.0,32.0,274.2,0,0,0.6988541666666667,1,10,600.215,550.7434285714287
2025-10-15,605.442,27.93958333333333,31.7,239.5,0,0,0.6955208333333333,2,10,605.744,552.9564285714285
2025-10-16,604.938,27.891666666666666,31.3,236.5,0,0,0.7011458333333334,3,10,605.442,553.649
2025-10-17,607.472,28.241666666666664,32.1,253.0,0,0,0.6955208333333333,4,10,604.938,553.6472857142857
2025-10-18,427.363,28.221875,31.9,378.7,1,0,0.0,5,10,607.472,554.3424285714285
2025-10-19,428.394,28.06458333333333,30.6,293.5,1,0,0.0,6,10,427.363,553.9767142857143
2025-10-20,607.896,27.884375000000002,31.2,168.5,0,0,0.6998958333333333,0,10,428.394,554.2239999999999
2025-10-21,602.249,28.332291666666666,31.5,285.2,0,0,0.6960416666666668,1,10,607.896,555.3212857142858
2025-10-22,599.677,28.083333333333332,31.5,275.3,0,0,0.7023958333333334,2,10,602.249,554.822
2025-10-23,611.376,28.53125,32.5,226.1,0,0,0.703125,3,10,599.677,553.9984285714286
2025-10-24,611.159,28.333333333333332,31.4,287.7,0,0,0.7030208333333333,4,10,611.376,554.9181428571429
2025-10-25,434.101,28.172916666666666,31.4,259.1,1,0,0.0,5,10,611.159,555.4448571428571
2025-10-26,431.401,27.95,31.6,218.7,1,0,0.0,6,10,434.101,556.4074285714286
2025-10-27,609.859,28.116666666666664,31.1,280.8,0,0,0.7000000000000001,0,10,431.401,556.8370000000001
2025-10-28,613.462,27.95520833333333,31.1,228.7,0,0,0.7016666666666667,1,10,609.859,557.1174285714286
2025-10-29,593.692,27.715625,30.7,311.5,0,0,0.7020833333333334,2,10,613.462,558.7192857142858
2025-10-30,598.885,27.901041666666668,31.4,340.8,0,0,0.6990625,3,10,593.692,557.8642857142858
2025-10-31,598.969,28.067708333333332,30.8,278.6,0,0,0.6929166666666666,4,10,598.885,556.0798571428571
2025-11-01,397.616,25.141666666666666,30.1,256.5,1,0,0.0,5,11,598.969,554.3384285714286
2025-11-02,393.492,24.89375,28.0,353.3,1,0,0.0,6,11,397.616,549.1262857142857
2025-11-03,565.327,24.851041666666664,29.5,284.8,0,0,0.6939583333333333,0,11,393.492,543.7107142857143
2025-11-04,562.501,24.989583333333332,27.6,185.0,0,0,0.7026041666666667,1,11,565.327,537.349
2025-11-05,566.879,25.170833333333334,28.9,177.2,0,0,0.6948958333333333,2,11,562.501,530.0688571428572
2025-11-06,570.299,25.084374999999998,28.7,221.29999999999998,0,0,0.6916666666666668,3,11,566.879,526.2384285714286
2025-11-07,563.278,25.15625,28.0,295.8,0,0,0.6982291666666667,4,11,570.299,522.1547142857142
2025-11-08,390.714,25.0,28.3,262.6,1,0,0.0,5,11,563.278,517.0559999999999
2025-11-09,389.969,24.940625,29.6,362.2,1,0,0.0,6,11,390.714,516.0699999999999
2025-11-10,565.5,24.9875,28.6,191.4,0,0,0.7065625,0,11,389.969,515.5667142857143
2025-11-11,566.431,25.34166666666667,30.2,331.9,0,0,0.703125,1,11,565.5,515.5914285714287
2025-11-12,562.005,24.91979166666667,27.9,377.8,0,0,0.6951041666666667,2,11,566.431,516.1528571428572
2025-11-13,568.826,25.054166666666664,29.4,328.9,0,0,0.6971875000000001,3,11,562.005,515.4565714285715
2025-11-14,563.187,25.26875,28.5,353.5,0,0,0.6977083333333334,4,11,568.826,515.2461428571429
2025-11-15,387.988,25.507291666666664,28.9,321.2,1,0,0.0,5,11,563.187,515.2331428571429
2025-11-16,388.21,25.08125,29.9,248.9,1,0,0.0,6,11,387.988,514.8437142857143
2025-11-17,562.199,25.0,28.6,304.6,0,0,0.700625,0,11,388.21,514.5924285714285
2025-11-18,571.784,24.605208333333334,28.0,278.9,0,0,0.7040625,1,11,562.199,514.1208571428572
2025-11-19,557.602,25.01770833333333,28.7,404.7,0,0,0.7044791666666667,2,11,571.784,514.8855714285713
2025-11-20,563.397,25.197916666666668,29.4,227.7,0,0,0.6978125,3,11,557.602,514.2565714285714
2025-11-21,568.25,25.01354166666667,28.9,270.0,0,0,0.7016666666666667,4,11,563.397,513.481
2025-11-22,386.035,24.936458333333334,28.2,179.6,1,0,0.0,5,11,568.25,514.2042857142857
2025-11-23,395.126,24.96666666666667,29.0,303.8,1,0,0.0,6,11,386.035,513.9252857142857
2025-11-24,567.317,25.078125,28.2,232.4,0,0,0.7019791666666667,0,11,395.126,514.9132857142857
2025-11-25,562.574,24.909375,28.1,267.7,0,0,0.6990625,1,11,567.317,515.6444285714285
2025-11-26,558.563,25.292708333333334,28.4,276.2,0,0,0.7047916666666666,2,11,562.574,514.3287142857142
2025-11-27,564.436,24.790625000000002,28.5,250.9,0,0,0.6998958333333333,3,11,558.563,514.466
2025-11-28,559.178,24.913541666666664,28.2,365.6,0,0,0.6978125,4,11,564.436,514.6144285714286
2025-11-29,390.652,25.094791666666666,29.1,281.2,1,0,0.0,5,11,559.178,513.3184285714286
2025-11-30,384.757,24.890625,28.3,180.5,1,0,0.0,6,11,390.652,513.978
2025-12-01,557.088,22.66875,25.9,238.1,0,0,0.6929166666666666,0,12,384.757,512.4967142857142
2025-12-02,561.266,22.484375,25.5,324.9,0,0,0.7011458333333334,1,12,557.088,511.03542857142855
2025-12-03,556.86,22.53333333333333,26.2,296.7,0,0,0.7025,2,12,561.266,510.84857142857135
2025-12-04,556.568,23.051041666666666,26.9,226.0,0,0,0.7010416666666667,3,12,556.86,510.6052857142857
2025-12-05,555.906,22.745833333333334,26.3,232.6,0,0,0.7076041666666667,4,12,556.568,509.4812857142857
2025-12-06,389.184,22.910416666666666,26.5,424.7,1,0,0.0,5,12,555.906,509.0138571428571
2025-12-07,387.534,22.635416666666668,26.5,331.9,1,0,0.0,6,12,389.184,508.80414285714284
2025-12-08,554.504,22.58125,26.1,305.6,0,0,0.6896874999999999,0,12,387.534,509.20085714285716
2025-12-09,557.619,23.05,26.2,210.9,0,0,0.7117708333333334,1,12,554.504,508.8317142857143
2025-12-10,553.537,22.662499999999998,26.4,330.7,0,0,0.6960416666666666,2,12,557.619,508.3107142857143
2025-12-11,560.587,22.745833333333334,26.0,408.2,0,0,0.6953125,3,12,553.537,507.83600000000007
2025-12-12,555.3340000000001,23.023958333333336,27.9,223.0,0,0,0.700625,4,12,560.587,508.4101428571429
2025-12-13,385.628,22.8125,27.1,233.2,1,0,0.0,5,12,555.3340000000001,508.32842857142856
2025-12-14,388.078,22.960416666666664,26.3,267.40000000000003,1,0,0.0,6,12,385.628,507.82042857142864
2025-12-15,552.921,22.76770833333333,27.5,309.0,0,0,0.6994791666666668,0,12,388.078,507.8981428571429
2025-12-16,556.4,22.772916666666664,26.2,157.6,0,0,0.696875,1,12,552.921,507.6720000000001
2025-12-17,554.448,22.809375,25.8,275.2,0,0,0.69125,2,12,556.4,507.4978571428572
2025-12-18,552.903,22.797916666666666,27.0,346.6,0,0,0.7027083333333333,3,12,554.448,507.628
2025-12-19,560.545,22.683333333333334,27.4,302.8,0,0,0.7033333333333333,4,12,552.903,506.5302857142857
2025-12-20,383.729,22.721875,26.3,275.6,1,1,0.0,5,12,560.545,507.2747142857143
2025-12-21,390.866,22.740624999999998,26.0,326.2,1,1,0.0,6,12,383.729,507.00342857142857
2025-12-22,449.449,22.91979166666667,26.5,194.4,0,1,0.0,0,12,390.866,507.40171428571426
2025-12-23,451.059,22.519791666666666,25.5,374.7,0,1,0.0,1,12,449.449,492.61999999999995
2025-12-24,449.704,22.714583333333334,27.2,288.3,0,1,0.0,2,12,451.059,477.57128571428575
2025-12-25,452.072,22.854166666666668,26.2,284.3,0,1,0.0,3,12,449.704,462.60785714285714
2025-12-26,448.946,22.905208333333334,26.4,256.8,0,1,0.0,4,12,452.072,448.20342857142856
2025-12-27,390.61899999999997,23.023958333333336,25.8,193.6,1,1,0.0,5,12,448.946,432.26071428571424
2025-12-28,377.614,22.86145833333333,26.9,275.7,1,1,0.0,6,12,390.61899999999997,433.245
2025-12-29,451.098,22.964583333333334,25.7,139.9,0,1,0.0,0,12,377.614,431.35185714285717
2025-12-30,446.05,22.884375000000002,26.8,335.2,0,1,0.0,1,12,451.098,431.5874285714286
2025-12-31,450.611,22.467708333333334,25.6,280.3,0,1,0.0,2,12,446.05,430.87185714285715
